CallNumber,Author,Title,ISBN,PubName,PubYear
JB 166 ENG (SEL),"Engels, Friedrich, 1820-1895.",Selected writings;,,Penguin,1967
JB 166 MAR,"Marx, Karl, 1818-1883.",Basic writings on politics and philosophy /,0385094207; 0385094205; 9780385094207,Anchor Books,1989
JB 166 MAR,"Marx, Karl, 1818-1883.","Correspondence, 1846-1895 a selection with commentary and notes /",,Lawrence,1934
JB 166 MAR,"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1975
JB 166 MAR (ART),"Marx, Karl, 1818-1883.","Articles from the neue Rheinische Zeitung, 1848-49 /",,Lawrence,1972
JB 166 MAR (BAS),"Marx, Karl, 1818-1883.",Basic writings on politics and philosophy /,0385094207; 0385094205; 9780385094207,Anchor Books,1989
JB 166 MAR (BEK),"Bekerman, Ge_rard",Marx and Engels : a conceptual concordance /,9780631130116; 063113011X,Blackwell,1983
JB 166 MAR (COL),"Engels, Friedrich, 1820-1895.",Collected works.,9780853156239; 0853156239,Lawrence & Wishart,1993
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853152842; 0853152845,Lawrence and Wishart,1975
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853152927; 0853152926,Lawrence and Wishart,1975
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853152934; 0853152934,Lawrence and Wishart,1975
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853152941; 0853152942,Lawrence and Wishart,1975
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153115; 0853153116,Lawrence and Wishart,1976
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153122; 0853153124,Lawrence and Wishart,1976
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153528; 0853153523,Lawrence and Wishart,1977
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153535; 0853153531,Lawrence and Wishart,1977
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153542; 085315354X,Lawrence and Wishart,1977
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153559; 0853153558,Lawrence and Wishart,1978
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153566; 0853153566,Lawrence and Wishart,1979
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153573; 0853153574,Lawrence and Wishart,1979
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853153580; 0853153582,Lawrence & Wishart,1980
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154358; 085315435X,Lawrence and Wishart,1980
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154365; 0853154368,Lawrence & Wishart,1986
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154372; 0853154376,Lawrence and Wishart,1980
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154389; 0853154384,Lawrence & Wishart,1981
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154396; 0853154392,Lawrence & Wishart,1982
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154402; 0853154406,Lawrence & Wishart,1984
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154419; 0853154414,Lawrence & Wishart,1985
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154426; 0853154422,Lawrence & Wishart,1985
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154433; 0853154430,Lawrence & Wishart,1986
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154440; 0853154449,Lawrence & Wishart,1988
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154457; 0853154457,Lawrence & Wishart,1989
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154464; 0853154465,Lawrence & Wishart,1987
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154471; 0853154473,Lawrence & Wishart,1990
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154495; 085315449X,Lawrence & Wishart,1986
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154501; 0853154503,Lawrence & Wishart,1987
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154518; 0853154511,Lawrence & Wishart,1988
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154532; 0853154538,Lawrence & Wishart,1989
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154556; 0853154554,Lawrence & Wishart,1994
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154570; 0853154570,Lawrence & Wishart,1997
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154587; 0853154589,Lawrence & Wishart,1998
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154594; 0853154597,Lawrence & Wishart,1982
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154600; 0853154600,Lawrence & Wishart,1983
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853154617; 0853154619,Lawrence & Wishart,1983
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156178; 0853156174,Lawrence & Wishart,1985
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156185; 0853156182,Lawrence & Wishart,1987
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156192; 0853156190,Lawrence & Wishart,1988
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156208; 0853156204,Lawrence & Wishart,1989
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156215; 0853156212,Lawrence & Wishart,1991
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156222; 0853156220,Lawrence & Wishart,1992
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156246; 0853156247,Lawrence & Wishart,2001
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156253; 0853156255,Lawrence & Wishart,2001
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853156260; 0853156263,Lawrence and Wishart,2004
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9780853158523; 0853158525,Lawrence & Wishart,1996
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",Collected works.,9785010004354; 5010004356,Progress,1989
JB 166 MAR (COL),"Marx, Karl, 1818-1883.",The Cologne communist trial,9780853152408; 0853152403,Lawrence and Wishart,1971
JB 166 MAR (COM),"Marx, Karl, 1818-1883 author.",The Communist manifesto /,9780745399379; 0745399371; 9780745399393; 0745399398,Pluto Press,2017
JB 166 MAR (COM),"Marx, Karl, 1818-1883 author.",The Communist manifesto : a modern edition /,9781859848982; 1859848982,Verso,1998
JB 166 MAR (COM),"Marx, Karl, 1818-1883 author.",The Communist manifesto : new interpretations /,9780748610358; 0748610359; 9780814715772; 081471577X,Edinburgh University Press,1998
JB 166 MAR (COM),"Marx, Karl, 1818-1883 author.",The communist manifesto /,9780140447576; 0140447571; 9780143106265; 0143106260,Penguin Books,2011
JB 166 MAR (COM),"Marx, Karl, 1818-1883 author.",The communist manifesto : a modern edition /,9781844678761; 1844678768,Verso,2012
JB 166 MAR (COM),"Marx, Karl, 1818-1883.",The Communist Manifesto /,,Washington Square PressInc,1965
JB 166 MAR (COM),"Marx, Karl, 1818-1883.",The Communist Manifesto of Karl Marx and Friedrich Engels /,,Martin Lawrence,1930
JB 166 MAR (COM),"Marx, Karl, 1818-1883.",The Communist Manifesto of Karl Marx and Friedrich Engels /,,Russell and Russell,1930
JB 166 MAR (COM),"Marx, Karl, 1818-1883.",The Communist manifesto of Karl Marx and Friedrich Engels /,0140444785; 9780140444780,Penguin,1985
JB 166 MAR (COM),"Marx, Karl, 1818-1883.",The communist manifesto /,0141018933; 9780141018935,Penguin,2004
JB 166 MAR (CRI),"Marx, Karl, 1818-1883.",Critique of the Gotha Programme /,,Progress Publishers,1978
JB 166 MAR (CRI),"Marx, Karl, 1818-1883.",Critique of the Gotha Programme/,,Lawrence,1933
JB 166 MAR (CRI),"Marx, Karl, 1818-1883.",Critique of the Gotha programme /,1409961699; 9781409961697,Dodo Press,2009
JB 166 MAR (DEU),"Marx, Karl, 1818-1883.","Die deutsche Ideologie : Kritik der neuesten deutschen Philosophie in ihren reprasentanten Feuerbach, B. Bauer und Stirner, und des deutschen Sozialismus in seinen verschiedenen Propheten /",,Dietz Verlag,1960
JB 166 MAR (EAR),"Marx, Karl, 1818-1883 author.",Marx : early political writings /,9780521342414; 0521342414; 9780521349949; 052134994X,Cambridge University Press,1994
JB 166 MAR (EAR),"Marx, Karl, 1818-1883.",Early texts /,9780631116301; 0631116303; 9780631129202; 0631129200,Blackwell,1971
JB 166 MAR (EAR),"Marx, Karl, 1818-1883.",Early writings /,9780140216684; 0140216685,Penguin,1975
JB 166 MAR (EAR),"Marx, Karl, 1818-1883.",Early writings /,9780140445749; 0140445749,Penguin,1992
JB 166 MAR (EAR),"Marx, Karl, 1818-1883.",Karl Marx : early writings /,,C A Watts and Co Ltd,1963
JB 166 MAR (ESS),"Marx, Karl, 1818-1883.",Essential writings of Karl Marx /,,MacGibbon and Kee,1967
JB 166 MAR (FEU),"Marx, Karl, 1818-1883.","Feuerbach - opposition of the materialist and idealist outlooks : the first part of ""The German ideology"" published in accordance with the text and arrangement of the original manuscript /",,Lawrence and Wishart,1973
JB 166 MAR (FIR),"Marx, Karl, 1818-1883.",The First International and after /,9780140217780; 0140217789,Penguin Books in association with New Left Review,1974
JB 166 MAR (FIR),"Marx, Karl, 1818-1883.",The first international and after /,1844676064; 9781844676064; 1844676056; 9781844676057,Verso,2010
JB 166 MAR (GER),"Marx, Karl, 1818-1883 author.","The German ideology,",0853152179; 9780853152170,Lawrence & Wishart,1970
JB 166 MAR (GER),"Marx, Karl, 1818-1883.",The German ideology /,,Lawrence & Wishart,1965
JB 166 MAR (GER),"Marx, Karl, 1818-1883.",The German ideology /,9780717803019; 0717803015,International Publishers,1970
JB 166 MAR (GER),"Marx, Karl, 1818-1883.","The German ideology : part one with selections from parts two and three together with Marx's ""Introduction to a Critique of Political Economy"" /",9780717803019; 0717803015; 9780717803026; 0717803023,Lawrence & Wishart,1970
JB 166 MAR (GER),"Marx, Karl, 1818-1883.",The German ideology : parts 1 and 3 /,,Lawrence and Wishart,1938
JB 166 MAR (GER),"Marx, Karl, 1818-1883.","The German ideology,",,International Publishers,1967
JB 166 MAR (GER),"Marx, Karl, 1818-1883.","The German ideology, Parts I & III /",1614270481; 9781614270485,Martino Publishing,2011
JB 166 MAR (GES),"Marx, Karl, 1818-1883.","Gesamtausgabe (MEGA),",,Dietz,1978
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie,1998
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,1992
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,1999
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2000
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2001
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2002
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2003
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2004
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Akademie Verlag,2005
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1975
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1976
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1977
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1978
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1979
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1980
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1981
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1982
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1983
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1984
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1985
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1986
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1987
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1988
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1989
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1990
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1991
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,,Dietz,1992
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050033594; 3050033592,Akademie Verlag,1992
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050033983; 3050033983,Akademie,1998
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050033990; 3050033991,Akademie Verlag,1999
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050034409; 3050034408,Dietz,1999
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050034829; 3050034823,Akademie Verlag,2002
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050034867; 3050034866,Akademie Verlag,2000
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050036106; 3050036109,Akademie Verlag,2001
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050036755; 3050036753,Akademie Verlag,2002
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050037332; 3050037334,Akademie Verlag,2003
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050037974; 3050037970,Akademie Verlag,2004
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783050041803; 3050041803,Akademie Verlag,2005
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000004; 3320000004,Dietz,1990
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000172; 3320000179,Dietz,1988
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000615; 3320000616,Dietz,1988
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000622; 3320000624,Dietz,1992
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000646; 3320000640,Dietz,1987
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000653; 3320000659,Dietz,1989
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000660; 3320000667,Dietz,1989
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000677; 3320000675,Dietz,1990
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320000684; 3320000683,Dietz,1991
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320001070; 3320001078,Dietz,1987
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320001087; 3320001086,Dietz,1989
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320001094; 3320001094,Dietz,1990
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320001537; 3320001531,Dietz,1988
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesamtausgabe (MEGA).,9783320001599; 3320001590,Dietz,1991
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesmamtausgabe (MEGA).,,Akademie Verlag,2003
JB 166 MAR (GES),"Marx, Karl, 1818-1883.",Gesmamtausgabe (MEGA).,9783050034638; 3050034637,Akademie Verlag,2003
JB 166 MAR (GRU),"Marx, Karl, 1818-1883.",Grundrisse : foundations of the critique of political economy (rough draft) /,9780140216677; 0140216677; 9780140445756; 0140445757,Penguin Books,1974
JB 166 MAR (GRU),"Marx, Karl, 1818-1883.",Marx's Grundrisse /,9780333118467; 0333118464,Macmillan,1971
JB 166 MAR (GRU),"Marx, Karl, 1818-1883.",Marx's Grundrisse /,9780333281512; 0333281519,Macmillan,1980
JB 166 MAR (HAU),"Haubtmann, Pierre.","Marx et Proudhon, leurs rapports personnels, 1844-1847 /",,Economie et Humanisme,1947
JB 166 MAR (HOL),"Marx, Karl, 1818-1883.","The holy family, or, Critique of critical critique /",,Foreign Languages,1956
JB 166 MAR (JAM),"Jameson, Fredric.",Representing Capital : a commentary on volume one /,1844674541; 9781844674541; 1781681570; 9781781681572,Verso,2014
JB 166 MAR (KAP),"Altvater, Elmar.",Kapital.doc : Das Kapital (Bd.1) von Marx in Schaubildern mit Kommentaren /,9783896914378; 3896914375,Westfa_lisches Dampfboot,1999
JB 166 MAR (KAR),"Marx, Karl, 1818-1883.",Karl Marx : a reader /,9780521338325; 0521338328,Cambridge University Press,1986
JB 166 MAR (KAR),"Marx, Karl, 1818-1883.","Karl Marx : economy, class and social revolution /",9780177120794; 0177120797,Michael Joseph,1971
JB 166 MAR (KAR),"Marx, Karl, 1818-1883.",Karl Marx : interviews and recollections /,9780333283622; 0333283627; 9780389201144; 0389201146,Macmillan,1981
JB 166 MAR (KAR),"Marx, Karl, 1818-1883.",Karl Marx: essential writings.,9780061315589; 0061315583,Harper & Row,1972
JB 166 MAR (KRI),"Marx, Karl, 1818-1883.",Kritik des Gothaer programms /,,Neuer Wag,1946
JB 166 MAR (LAS),"Laski, Harold J. 1893-1950. (Harold Joseph),",Communist manifesto : socialist landmark : a new appreciation written for the Labour Party /,,George Allen & Unwin,1967
JB 166 MAR (LAS),"Laski, Harold J. 1893-1950. (Harold Joseph),",Communist manifesto : socialist landmark : a new appreciation written for the Labour Party /,9780043350126; 0043350127,George Allen & Unwin,1971
JB 166 MAR (LAT),"Marx, Karl, 1818-1883.",Marx : later political writings /,9780521365048; 052136504X; 9780521367394; 0521367395,Cambridge University Press,1996
JB 166 MAR (LET),"Marx, Karl, 1818-1883.",Letters to Dr Kugelmann /,,Martin Lawrence,1934
JB 166 MAR (LET),"Marx, Karl, 1818-1883.",Lettres a Kugelmann /,,Editions Sociales,1971
JB 166 MAR (MAR),"Marx, Karl, 1818-1883.","Marx & Engels on the means of communication : (the movement of commodities, people, information & capital) : a selection of texts/",9780884770138; 0884770133,International General,1979
JB 166 MAR (MAR),"Marx, Karl, 1818-1883.",Marx on globalisation /,9780853159094; 0853159092,Lawrence & Wishart,2001
